000611, Label_E_14, [127, 201, 319, 414], /images/E_camera_lens/28840f11d6f0bc720b396f50d5f9bfd9.jpg
000612, Label_E_14, [75, 63, 376, 440], /images/E_camera_lens/10f023517b50ecb28511fd3836aa1172.jpg
000613, Label_E_14, [86, 141, 1893, 1965], /images/E_camera_lens/10292b0aa36c5654f94d30a78c8a84e6.jpg
000614, Label_E_14, [33, 152, 752, 920], /images/E_camera_lens/1c1ead2ff009826c21f3599a33375d24.jpg
000615, Label_E_14, [0, 0, 750, 562], /images/E_camera_lens/de47b8d07b028d758803c1e5d7619303.jpg
000616, Label_E_14, [11, 70, 891, 470], /images/E_camera_lens/67ae61c4ad631fc78e536028ded1e85e.jpg
000617, Label_E_14, [206, 253, 740, 788], /images/E_camera_lens/a117044d510278d334e9170bb622b893.jpg
000618, Label_E_14, [315, 26, 2192, 2314], /images/E_camera_lens/354799c68dbc2df3b742ab79d7f2c662.jpg
000619, Label_E_14, [161, 328, 1690, 1553], /images/E_camera_lens/23d1a35967e37ef9b87cc17028fb0d1f.jpg
000620, Label_E_14, [5, 21, 483, 495], /images/E_camera_lens/c05491057c9b0167349f27de1cdee725.jpg
000621, Label_E_14, [41, 67, 626, 860], /images/E_camera_lens/90d277d29379a8f15644939b6acc47bc.jpg
000622, Label_E_14, [174, 373, 754, 969], /images/E_camera_lens/27478eac17af7aa698c379db6bf4bb1e.jpg
000623, Label_E_14, [4, 186, 998, 816], /images/E_camera_lens/016a03f8603105513d4a76196c95e608.jpg
000624, Label_E_14, [147, 31, 460, 464], /images/E_camera_lens/0ef7f904ed0442d34e9569ac758543a7.jpg
000625, Label_E_14, [0, 53, 380, 580], /images/E_camera_lens/df1aae35d40664d66b895bf99dfb69ee.jpg
000626, Label_E_14, [119, 1, 582, 698], /images/E_camera_lens/5415d12857130b8b0f28e296a1cb8a05.jpg
000627, Label_E_14, [51, 184, 735, 825], /images/E_camera_lens/637548fba06658817ecb3ed76dd80799.jpg
000628, Label_E_14, [19, 36, 365, 477], /images/E_camera_lens/d53f365b0393d72035b96bedab3b9754.jpg
000629, Label_E_14, [505, 490, 2437, 4076], /images/E_camera_lens/1b6efe9315d401d4524120ba8397d8e4.jpg
000630, Label_E_14, [10, 116, 524, 589], /images/E_camera_lens/d4f05e81c3a30dbcecc015a32a505076.jpg
000631, Label_E_14, [44, 18, 819, 991], /images/E_camera_lens/fe9b85639d7288cbaf8e441aa21acd7a.jpg
000632, Label_E_14, [87, 112, 437, 562], /images/E_camera_lens/6174d245d4f3cefe3ad0a3930812c617.jpg
000633, Label_E_14, [44, 24, 378, 530], /images/E_camera_lens/7af7e6db9b9beebb5422b0ed0ca5708c.jpg
000634, Label_E_14, [146, 286, 481, 618], /images/E_camera_lens/5da12c932b80886d4b39492c91d15820.jpg
000635, Label_E_14, [8, 128, 445, 560], /images/E_camera_lens/b780857250312f952e9d434d2a8d999f.jpg
000636, Label_E_14, [90, 224, 1255, 1814], /images/E_camera_lens/08279bedd1aceacc007cf4594932e5e8.jpg
000637, Label_E_14, [0, 44, 302, 450], /images/E_camera_lens/12d8738448168f217ec48eefca5b598f.jpg
000638, Label_E_14, [68, 476, 919, 1052], /images/E_camera_lens/8c2569d69e7e6798b62b2d19cb9f9738.jpg
000639, Label_E_14, [411, 0, 1944, 2592], /images/E_camera_lens/e0c49316e52e999cfd957e755a18579a.jpg
000640, Label_E_14, [38, 28, 432, 609], /images/E_camera_lens/5bf210f28d2cc5ac064c0b7c3524f1ef.jpg
000641, Label_E_14, [275, 423, 833, 980], /images/E_camera_lens/3069dd94f645f7d090f626be7e678522.jpg
000642, Label_E_14, [0, 0, 365, 441], /images/E_camera_lens/ec11fbd1474a19e575101cc4515feedb.jpg
000643, Label_E_14, [103, 234, 644, 786], /images/E_camera_lens/c3112eda0bb7b1a90b06a384b9679dfe.jpg
000644, Label_E_14, [0, 0, 374, 407], /images/E_camera_lens/0b07ae6dc9ede38213f57eb874508f27.jpg
000645, Label_E_14, [74, 71, 677, 953], /images/E_camera_lens/ecca42cdcccbdadc4aa85bc182cf8eba.jpg
000646, Label_E_14, [328, 806, 1825, 2288], /images/E_camera_lens/a4d7f7e444becbea74c4ea3ab837bbf9.jpg
000647, Label_E_14, [49, 39, 287, 471], /images/E_camera_lens/7e6916b6045b78239a538b757137701d.jpg
000648, Label_E_14, [68, 217, 678, 817], /images/E_camera_lens/2cc05d6c1574383b99f08eb186cdae66.jpg
000649, Label_E_14, [90, 489, 1341, 1634], /images/E_camera_lens/a7f80d4d63662954f26587aa866a81b3.jpg
000650, Label_E_14, [160, 211, 757, 801], /images/E_camera_lens/4e3b7958308c224de11611e9eebc730c.jpg
000651, Label_E_14, [202, 180, 1000, 1293], /images/E_camera_lens/c9cd9fe55a51a680dd9f59326a1e3f0d.jpg
000652, Label_E_14, [41, 253, 1094, 1344], /images/E_camera_lens/5c16284dc8feea9938ebe79a3874cf00.jpg
000653, Label_E_14, [51, 61, 301, 376], /images/E_camera_lens/199de0d2e4828441e747aedd4a326932.jpg
000654, Label_E_14, [172, 0, 768, 571], /images/E_camera_lens/01bc66f71754d336a2b84673914cf75c.jpg
000655, Label_E_14, [137, 346, 486, 697], /images/E_camera_lens/7df95de11e47579c8818bfd852488323.jpg
000656, Label_E_14, [185, 204, 769, 872], /images/E_camera_lens/cd2bb81556227fbf476096ce8ed694d1.jpg
000657, Label_E_14, [40, 65, 290, 316], /images/E_camera_lens/8b406ca35312f909d6cd07af6db53ca1.jpg
000658, Label_E_14, [68, 52, 981, 1539], /images/E_camera_lens/c2728567529a681268fcc66b58881c3a.jpg
000659, Label_E_14, [220, 109, 808, 722], /images/E_camera_lens/f47ab2dbf3805ce5b8c8152b7746e810.jpg
000660, Label_E_14, [20, 38, 420, 575], /images/E_camera_lens/d0b7a4b1382214a9042189a005025933.jpg
000661, Label_E_14, [309, 74, 952, 768], /images/E_camera_lens/97cd0076c78d831f650303fb6c9c6573.jpg
000662, Label_E_14, [29, 57, 934, 960], /images/E_camera_lens/9b6fe7f54f10e13f8578b1a5cd973535.jpg
