Label_F_01, [ 0.00 0.00 0.00 0.05 0.00 0.00 0.00 1.00 0.00 0.00 0.10 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 1.00 0.10 0.00 0.00 1.00 0.10 0.00 1.00 1.00 0.00 1.00 1.00 0.00 1.00 1.00 0.00 1.00 0.00 0.00 1.00 0.00 ]
Label_F_02, [ 0.00 0.20 0.00 0.60 0.00 0.00 0.00 1.00 0.00 0.00 0.30 0.00 0.50 0.65 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.45 1.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 1.00 0.00 1.00 1.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 ]
Label_F_03, [ 0.35 0.00 0.00 0.10 0.00 0.00 0.00 0.75 0.80 0.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 1.00 0.00 1.00 1.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 1.00 ]
Label_F_04, [ 0.00 0.05 0.00 0.15 0.00 0.00 0.00 0.00 0.00 0.00 0.85 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 1.00 0.00 1.00 0.05 0.05 0.00 1.00 0.05 1.00 0.00 1.00 0.00 0.05 1.00 1.00 0.00 0.00 1.00 1.00 0.00 1.00 0.00 0.00 ]
Label_F_05, [ 0.05 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.70 1.00 0.00 0.45 0.00 0.75 0.00 1.00 0.00 0.00 1.00 1.00 0.00 1.00 0.00 0.00 0.00 1.00 0.90 0.00 0.00 0.90 0.00 1.00 1.00 0.95 0.95 0.00 0.70 0.60 0.45 0.00 0.70 0.60 0.00 1.00 1.00 0.00 1.00 1.00 1.00 0.00 0.90 1.00 0.00 1.00 0.00 0.00 1.00 ]
Label_F_06, [ 0.00 0.00 0.00 0.70 0.00 0.00 0.00 0.35 0.00 0.90 0.15 0.00 0.30 0.00 0.80 0.00 0.65 0.00 0.00 0.65 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.95 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.65 0.40 0.00 0.00 0.65 0.40 0.40 0.00 1.00 0.00 0.40 1.00 0.00 0.00 1.00 0.00 0.00 1.00 1.00 0.00 0.00 ]
Label_F_07, [ 0.00 0.80 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.65 1.00 0.85 1.00 0.00 0.00 0.65 0.05 0.00 0.00 0.05 0.00 1.00 1.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 1.00 1.00 0.00 0.00 1.00 0.00 0.70 0.85 0.00 0.00 0.70 0.85 1.00 0.00 1.00 0.00 0.00 1.00 0.70 0.00 1.00 0.00 1.00 0.00 0.00 1.00 0.00 ]
Label_F_08, [ 0.00 0.00 0.00 0.50 0.00 0.00 0.00 0.15 0.15 0.00 0.70 0.00 0.45 0.40 0.50 0.00 1.00 0.35 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 1.00 0.40 0.15 0.00 1.00 0.40 1.00 0.00 1.00 0.00 0.40 1.00 0.00 1.00 0.00 1.00 1.00 0.00 1.00 0.00 0.00 ]
Label_F_09, [ 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 1.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.95 0.10 0.00 0.00 0.95 0.10 1.00 0.00 1.00 0.00 1.00 1.00 0.00 0.00 1.00 0.00 0.00 1.00 1.00 0.00 0.00 ]
Label_F_10, [ 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.95 0.20 0.00 0.30 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 1.00 0.00 1.00 1.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 ]
Label_F_11, [ 0.00 0.00 0.00 0.10 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.15 0.85 0.00 0.00 0.85 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.10 0.00 0.00 0.00 0.25 0.75 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.75 0.25 1.00 0.00 0.95 0.30 0.00 1.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 ]
Label_F_12, [ 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 1.00 0.00 1.00 1.00 1.00 1.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 ]
Label_F_13, [ 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 1.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.75 0.55 0.00 0.00 0.75 0.55 1.00 0.00 1.00 0.00 1.00 1.00 1.00 1.00 1.00 0.00 1.00 0.00 1.00 0.00 0.00 ]
Label_F_14, [ 0.00 0.00 0.00 0.40 0.00 0.00 0.00 0.75 0.45 0.00 0.50 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 1.00 0.00 1.00 1.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 ]
Label_F_15, [ 0.00 0.20 0.00 0.00 0.00 0.00 0.00 0.95 0.00 0.00 0.00 0.55 0.50 0.80 0.00 0.95 0.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.95 0.00 0.75 0.55 0.00 0.00 0.75 0.55 0.55 0.75 1.00 0.00 0.55 1.00 0.75 0.00 1.00 1.00 1.00 0.00 0.00 1.00 0.00 ]
Label_F_16, [ 0.60 0.65 0.00 1.00 0.00 0.00 0.00 0.00 0.20 0.00 0.15 0.00 1.00 0.00 0.00 0.00 1.00 0.05 0.00 1.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.95 0.05 0.95 0.00 0.00 0.95 0.00 0.75 0.65 0.05 0.00 0.75 0.65 1.00 0.00 1.00 0.00 0.65 1.00 0.80 0.00 1.00 0.00 1.00 0.00 1.00 0.00 0.00 ]
Label_F_17, [ 0.00 0.25 0.00 0.25 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.25 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.25 1.00 0.25 0.25 1.00 1.00 0.00 0.25 1.00 1.00 1.00 0.00 1.00 1.00 0.00 0.00 0.00 1.00 ]
Label_F_18, [ 0.00 0.05 0.00 0.05 0.00 0.00 1.00 0.00 0.00 0.00 0.90 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 1.00 0.05 0.00 0.00 0.20 1.00 0.00 0.00 0.00 0.95 0.00 0.85 0.10 0.00 0.00 0.85 0.25 1.00 0.00 1.00 0.00 0.00 1.00 0.95 0.00 1.00 1.00 1.00 0.00 0.00 1.00 0.00 ]
Label_F_19, [ 0.00 0.15 0.00 0.10 0.00 0.00 0.00 0.15 0.00 0.00 1.00 0.40 0.10 0.00 1.00 0.90 0.00 0.00 0.00 0.15 1.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.90 0.00 0.00 1.00 0.00 0.00 0.00 0.90 0.00 0.90 0.40 0.10 0.00 0.90 0.40 1.00 0.00 1.00 0.00 0.35 1.00 0.90 0.00 1.00 1.00 1.00 0.00 1.00 0.00 0.00 ]
Label_F_20, [ 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.95 0.00 0.00 0.75 0.25 0.75 1.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 1.00 0.00 1.00 0.00 0.00 ]
Label_F_21, [ 0.00 0.60 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.90 0.00 0.10 0.00 0.90 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.90 0.00 0.90 0.00 0.90 0.00 0.00 0.90 0.00 0.50 0.50 0.10 0.00 0.50 0.50 0.00 1.00 1.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 ]
Label_F_22, [ 0.00 0.45 0.00 0.55 0.05 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.05 0.95 0.00 1.00 0.00 1.00 0.65 0.60 0.00 0.00 0.65 0.60 0.60 0.95 0.00 1.00 0.60 0.00 0.65 1.00 0.00 1.00 1.00 0.00 0.00 1.00 0.00 ]
Label_F_23, [ 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.60 1.00 0.80 0.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 1.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 0.95 0.50 0.00 0.00 0.95 0.50 0.50 1.00 1.00 0.00 0.00 1.00 1.00 1.00 1.00 1.00 1.00 0.00 1.00 0.00 0.00 ]
Label_F_24, [ 0.00 0.70 0.00 0.00 0.00 0.00 0.00 1.00 0.05 0.60 0.00 0.70 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 1.00 0.30 0.00 0.00 0.70 1.00 0.00 0.85 0.15 1.00 0.00 1.00 1.00 1.00 1.00 0.00 1.00 1.00 0.00 0.00 1.00 0.00 ]
Label_F_25, [ 0.00 0.50 0.00 0.50 0.00 0.00 0.00 0.50 0.00 0.00 0.00 0.00 0.50 0.00 0.50 0.50 0.00 0.00 0.00 0.50 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 1.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 ]
Label_F_26, [ 0.00 0.50 0.00 0.00 0.10 0.00 0.00 0.00 0.00 0.00 0.90 0.45 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.10 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.95 0.00 0.00 0.50 0.95 0.50 0.50 0.95 1.00 0.00 0.50 1.00 0.95 1.00 0.00 1.00 1.00 0.00 0.00 1.00 0.00 ]
Label_F_27, [ 0.00 0.00 0.00 0.15 0.00 0.00 0.05 0.25 0.00 0.00 1.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 1.00 0.00 0.90 0.05 0.00 0.00 0.90 0.10 1.00 0.00 1.00 0.00 1.00 1.00 0.90 1.00 0.00 1.00 1.00 0.00 1.00 0.00 0.00 ]
Label_F_28, [ 0.00 0.35 0.00 0.70 0.00 0.00 0.00 0.00 0.80 0.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.80 0.45 0.00 0.00 0.80 0.45 1.00 0.00 0.00 1.00 1.00 1.00 1.00 0.00 1.00 1.00 1.00 0.00 0.00 0.00 1.00 ]
Label_F_29, [ 0.00 0.00 0.00 0.00 0.00 0.00 0.75 0.25 0.00 0.00 0.05 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 1.00 0.00 1.00 1.00 1.00 1.00 1.00 0.00 1.00 0.00 1.00 0.00 0.00 ]
Label_F_30, [ 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.75 0.00 0.00 1.00 0.00 1.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 1.00 ]
Label_F_31, [ 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.25 1.00 0.05 0.00 1.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 ]
Label_F_32, [ 0.90 0.00 0.00 0.00 1.00 0.00 0.00 0.85 0.05 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 1.00 0.00 1.00 1.00 1.00 1.00 0.00 1.00 0.00 1.00 1.00 0.00 0.00 ]
Label_F_33, [ 0.10 0.10 0.00 0.00 0.00 0.00 0.00 0.70 0.80 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.50 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 1.00 0.00 1.00 1.00 0.00 0.00 1.00 0.00 1.00 0.00 1.00 0.00 0.00 ]
Label_F_34, [ 0.00 0.00 0.00 0.75 1.00 0.00 0.00 0.00 0.00 0.00 0.05 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 1.00 1.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 1.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 ]
Label_F_35, [ 0.00 0.95 0.00 0.10 0.05 0.00 0.75 0.00 0.00 0.25 0.05 0.10 1.00 0.00 0.00 0.10 0.90 0.00 0.00 0.00 1.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.05 0.00 0.00 0.95 0.05 0.90 0.00 0.10 0.90 1.00 0.00 0.00 0.45 0.10 0.90 0.05 0.90 1.00 0.00 0.00 0.10 0.10 0.10 0.00 0.00 1.00 0.00 0.00 0.00 1.00 ]
Label_F_36, [ 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 1.00 0.00 1.00 1.00 0.00 1.00 0.00 1.00 1.00 0.00 0.00 0.00 1.00 ]
